Label,Topic,Title,Original_Title,From,Link,,,,,,,,,,,0,1,2,3,4,5,6,7,8
Podcasts,5,,What can we learn from Thuy Bi's handling of the school violence case?,Nguyen Huu Tri,https://open.spotify.com/episode/4hMloiSgA51Avd9Y7RZUph?si=5fZjcDRMRF-oD5GeCRF5rQ,,,,,,,,,,,,,,,,,,,
Exercise,3,, GLORY - Day 30 - HAPPINESS | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=BlBPcIKBCUo,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Sparkle - Day 29 - LOVE | 30 Days of Yoga | Yoga By Sophie https://www.youtube.com/watch?v=LYFSNnu63wM, Yoga By Sophie, https://www.youtube.com/watch?v=LYFSNnu63wM,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ FLEXIBLE - Day 28 - FREEDOM | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=A9EKOf3O0GA,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Sparkle - Day 27 - UNITY | 30 Days of Yoga | Yoga By Sophie https://www.youtube.com/watch?v=CsHbTiVTDII, Yoga By Sophie, https://www.youtube.com/watch?v=CsHbTiVTDII,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ FLEXIBLE - Day 26 - TOGETHER | 30 Days of Yoga | Yoga By Sophie https://www.youtube.com/watch?v=1BJnTuA8p58, Yoga By Sophie, https://www.youtube.com/watch?v=1BJnTuA8p58,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ FLEXIBLE - Day 25 - SIMPLE | 30 Days of Yoga | Yoga By Sophie https://www.youtube.com/watch?v=O8bAJYw4V1Y, Yoga By Sophie,https://www.youtube.com/watch?v=O8bAJYw4V1Y,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ FLEXIBLE - Day 24 - Humble | 30 Days of Yoga | Yoga By Sophie https://www.youtube.com/watch?v=WeQYFiKhDWI, Yoga By Sophie, https://www.youtube.com/watch?v=WeQYFiKhDWI,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Sparkle - Day 23 - HONEST | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=x3kDkECzukQ,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Sparkle - Day 22 - RESPONSIBILITY | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=DDqGxkEfMUg,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Sparkle - Day 21 - COOPERATION | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=FnaGHJ3GJeo,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Sparkle - Day 20 - RESPECT | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=TmuqSTUsvIM,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ GLORY - Day 19 - PEACE | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=lbr2cm0aOaI,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ GLOVING - Day 18 - LIGHT | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=sm27Yk9gBNU,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Sparkle - Day 17 - AWAKE | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=LlPQdeBq5q4,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ GLORY - Day 16 - AMAZING | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=rCc6cquhQNc,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Sparkle - Day 15 - CONNECT | 30 Days of Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=vbdNCnMzJjI,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 14 - EASY | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=b4eg-sAmgck,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Day 13 - POLISH | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=_Kq8ai0-kag,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Day 12 - FOCUS | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=qcPzqioTkz4,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 11 - CONFIDENCE | 30 Days of Sparkling Yoga | Yoga By Sophie https://www.youtube.com/watch?v=KoNULd83hcU, Yoga By Sophie,https://www.youtube.com/watch?v=qcPzqioTkz4,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 10 - ENERGY | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=q5VvPydvhQw,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 9 - Grateful | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=H7rgDzNnbCs,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 8 - CONCEPT | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=OBJtmNP-mS4,,,,,,,,,,,,,,,,,,,
Exercise,3,,✨ Day 7 - BIRTH | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=KWwy6AeOD6w,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Day 6 - FUN | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=33wgO9F7hWI,,,,,,,,,,,,,,,,,,,
Exercise,3,, ✨ Day 5 - LOVE | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=TVjZVHB7aCk,,,,,,,,,,,,,,,,,,,
Exercise,3,, Day 4 - BALANCE | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=SM309-8rnPo,,,,,,,,,,,,,,,,,,,
Exercise,3,, Day 3 - INTENTION | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=Ukdx_kKPsTA,,,,,,,,,,,,,,,,,,,
Exercise,3,,Day 2 - OBSERVATION | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie, https://www.youtube.com/watch?v=cKgoo3qJu2E,,,,,,,,,,,,,,,,,,,
Exercise,3,, Day 1 - FEEL | 30 Days of Sparkling Yoga | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=emvFbRUBUWI,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 1: Saying hello to the sun on the sea - New day energy | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=Fw8Esp4fuV4&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=1,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 2: Spine Restoration in the Resort | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=UCY4vFHrCYU&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=2,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Lesson 3: Waist reduction - Detoxification, the rice field blooms | Yoga Connect 30 Days - Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=IsSo-C_Bzv4&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=3,,,,,,,,,,,,,,,,,,,
Exercise,3,,5 Secrets of Waking Up EARLY to practice YOGA (applied and successful)| Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=k7tTrk1XUWs&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=4,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 4: Take care of your feet - Healthy and Tough | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=BOhzpcNdH54&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=5,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 5: Losing Weight for Newbies | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=yhD9TsqHxDk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=6,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 6: OPEN UP | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=konkPMchPqg&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=7,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 7: Breathe in the Sea - Increase blood circulation | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=oaoLc0m4dVA&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=8,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 8: Purifying the Lungs - Boosting Immunity | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=tb6iz_CjBTc&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=9,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 9: Slim arm exercise - in the garden | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=qWxBxSoBJ8w&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=10,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 10: Good Morning - Sivananda Yoga 40 minutes | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=_FQ-rZeG5rk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=11,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 11: Comprehensive Health - Hatha Yoga 40 minutes | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=hUDkkYYXQ08&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=12,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 12: Full body Strength & Endurance - Vinyasa 40 min | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=7EP0sqzi_fk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=13,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 13: Toughness of the spine - Reducing neck and shoulder pain | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=oxHLvhuXyXA&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=14,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 14: Yoga Fountain of Youth - Stretching and Stretching | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=sPYsFeSGfuw&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=15,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 15: Toned butt and thighs - Pretty body | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=UG5QmSQlzb8&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=16,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 17: Hatha Connecting Chakras - Unlocking Energy | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=xra_gmtsFCk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=17,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 18: Lumbar Care - Instant Sciatica Relief | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=RcPBj1S28I8&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=18,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 19: Opening Hip Joints - Relaxing on the cool green grass | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=5TPjsNVkpeo&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=19,,,,,,,,,,,,,,,,,,,
Exercise,3,,5 Benefits of Morning Yoga - Everyone Needs | Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=gemtWU_tj78&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=20,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 20: Vinyasa at sea to welcome his soldiers - Open the upper back | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=rclaqrFw3Dk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=21,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 21: Sculpting 3 rounds - Belting the bottom of a bee's back | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=jNa9zUHWr44&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=22,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 22: Soft muscles Flexibility - Relaxing under a shady tree | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=mrjUkd5ll8Y&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=23,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 23: Yoga Increase Height (All Ages) | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=ClQBMMJq6fg&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=24,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 24: Yoga Split (Split) - Stretching slim legs | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=SYn0xuM4uU&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=25,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 25: Yoga Therapy for Muscles - Bones - Joints in the middle of a cool lake | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=P8SBLA_K6Kk&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=26,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 26: Yoga Boosts Immunity - Lymphatic Circulation | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=B-iLcL8aoGI&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=27,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 27: Holistic Health Yoga - Breathing increases SPO2 | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=6ZVh4pS_dYU&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=28,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Lesson 28: Yoga for Skin Beauty - Glossy, Pinky | Yoga Connect 30 Days - Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=pBARyCDjAMQ&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=29,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 29: Yoga for Strong Legs - Nurturing Knees | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=l7AXip_IyLU&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=30,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 30: Yoga for Everyone - Connecting with Nature | Yoga Connect 30 Days - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=xEYOo3x3PIo&list=PLd2MQNiBLBag1mtAhxktYFAmCpro80yMv&index=31,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Outdoor Yoga - Lesson 1: Detoxify, Lose Waist with Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=48MCKEW1Xok&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=1,,,,,,,,,,,,,,,,,,,
Exercise,3,,Outdoor Yoga - Lesson 2: FULL BODY increases strength (Newbie) - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=OtYPkYihAbY&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=2,,,,,,,,,,,,,,,,,,,
Exercise,3,,Outdoor Yoga - Lesson 3: Good Morning - ENERGY - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=6Tk0ov4DN38&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=3,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga Outdoors - Lesson 4: SOFT MECHANISM, JOINT STOCK, Rejuvenation (Newbie) - Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=22IJJompiDY&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=4,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Outdoor Yoga - Lesson 5: Losing belly fat, ant waist - Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=4omRTb3nmOE&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=5,,,,,,,,,,,,,,,,,,,
Exercise,3,,Outdoor Yoga - Lesson 6: Ease pain and stretch the whole body - Yoga By Sophie, Yoga By Sophie,https://www.youtube.com/watch?v=LmZVpBHtqQA&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=6,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Outdoor Yoga - Lesson 7: Vestibular, Headache, Neck - Yoga By Sophie", Yoga By Sophie,https://www.youtube.com/watch?v=ZDsQepWp5yo&list=PLd2MQNiBLBaihsrPhx_iC1DdXIW7o4Lmg&index=7,,,,,,,,,,,,,,,,,,,
Exercise,3,,Introduction - Yoga series for the elderly | Yoga exercises at home|Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=xfTT_bFDG3M&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=1,,,,,,,,,,,,,,,,,,,
Exercise,3,,Yoga for the elderly - Lesson 1 | Yoga exercises at home | Yogi Mom,Yogi Mom,https://www.youtube.com/watch?v=1UXIRN5LZ_Q&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=2,,,,,,,,,,,,,,,,,,,
Exercise,3,,Yoga exercises for the elderly - Lesson 2 | Yoga exercises at home | Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=_ty-IFZy_qo&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=3,,,,,,,,,,,,,,,,,,,
Exercise,3,,Lesson 3 - Yoga for the elderly | Yoga exercises at home ✅ | Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=hRDx01Oq5YU&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=4,,,,,,,,,,,,,,,,,,,
Exercise,3,,Yoga exercises for the elderly - Lesson 4 | Yoga exercises at home | Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=5W0lL3FhvSc&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=5,,,,,,,,,,,,,,,,,,,
Exercise,3,,Yoga for the elderly - Lesson 5 | Yoga exercises at home | Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=gdne_Vw0zls&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=6,,,,,,,,,,,,,,,,,,,
Exercise,3,,Yoga exercises for the elderly | Yoga exercises at home - Lesson 6 | Yogi Travel VN,Yogi Mom,https://www.youtube.com/watch?v=IESHnqahiy8&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=7,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Therapeutic yoga exercises to help relieve aches and pains in the neck, shoulder, and neck | For those who sit a lot | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=Aswy1z_QPpg&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=8,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga exercises open HIPS, increase flexibility and flexibility for hips | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=fPNyodhCtb8&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=9,,,,,,,,,,,,,,,,,,,
Exercise,3,,⭐ Full Hatha Yoga exercises for YOGA NEWS | 60 minutes of full body relaxation,Yogi Mom,https://www.youtube.com/watch?v=AKZKm8Eh6HE&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=10,,,,,,,,,,,,,,,,,,,
Exercise,3,,Morning yoga practice at home right in bed | Yogi Travel,Yogi Mom,https://www.youtube.com/watch?v=1Q65CKJYsIs&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=11,,,,,,,,,,,,,,,,,,,
Exercise,3,,15 Minutes Morning YOGA wakes up the body simply and effectively | Yogi Mom,Yogi Mom,https://www.youtube.com/watch?v=x1dcJAhwunQ&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=12,,,,,,,,,,,,,,,,,,,
Exercise,3,,Full 60 Minute Hatha Yoga Exercises for Beginners | Practicing Yoga at home with Yogi Mom,Yogi Mom,https://www.youtube.com/watch?v=q7IAdk4v8xA&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=13,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga relaxes, relieves back pain | Yogi Travel",Yogi Mom,https://www.youtube.com/watch?v=QSh8UM85_Aw&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=14,,,,,,,,,,,,,,,,,,,
Exercise,3,,How to Practice Yoga Breathing | Linking Breath and Movement in Yoga | Yogi Travel,Yogi Mom,https://www.youtube.com/watch?v=5s3zjQ-HGiQ&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=15,,,,,,,,,,,,,,,,,,,
Exercise,3,,"60 Minutes Hatha yoga deep relaxation, increase breath volume, resistance (for both pregnant and novice yoga)",Yogi Mom,https://www.youtube.com/watch?v=jpmi7tXaKz0&list=PLnak9l3vVV92I_31J6TWIICXcberPxwIU&index=16,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga exercises to relax, reduce stress, bring a feeling of comfort and peace | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=dtfszxvIeLA&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=1,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga meditation to relax, reduce stress, help you sleep better and sleep more deeply",Yogi Mom,https://www.youtube.com/watch?v=sv3K1esgNag&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=2,,,,,,,,,,,,,,,,,,,
Exercise,3,,YOGA + MEDITATION RELAXING with relaxing meditating music Tibetan bells for better and deeper sleep,Yogi Mom,https://www.youtube.com/watch?v=5KJ97FPGUCY&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=3,,,,,,,,,,,,,,,,,,,
Exercise,3,,30 Minutes of Morning Yoga - relax and awaken energy for the new day | Yoga at home | Yoga Mom,Yogi Mom,https://www.youtube.com/watch?v=CcHJQyj_Org&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=4,,,,,,,,,,,,,,,,,,,
Exercise,3,,Morning Yoga for Beginners | Yogi travel VN (post 7),Yogi Mom,https://www.youtube.com/watch?v=jD2nIFiQ4jA&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=5,,,,,,,,,,,,,,,,,,,
Exercise,3,,⭐ Morning Yoga 30-minute exercise - toning the body and bringing energy for the whole day,Yogi Mom,https://www.youtube.com/watch?v=0wuucv19ubA&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=6,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga exercises to relieve neck, shoulder and neck pain Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=yst-94zLReY&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=7,,,,,,,,,,,,,,,,,,,
Exercise,3,,Full 60 Minute Hatha Yoga Exercises for Beginners | Practicing Yoga at home with Yogi Mom,Yogi Mom,https://www.youtube.com/watch?v=q7IAdk4v8xA&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=8,,,,,,,,,,,,,,,,,,,
Exercise,3,,"⭐Yoga exercises for menstruation | Reduce abdominal pain, back pain for red light day | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=LCYMGZIfDRI&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=9,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Therapeutic yoga exercises to help relieve aches and pains in the neck, shoulder, and neck | For those who sit a lot | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=Aswy1z_QPpg&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=10,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga relaxes, relieves back pain | Yogi Travel",Yogi Mom,https://www.youtube.com/watch?v=QSh8UM85_Aw&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=11,,,,,,,,,,,,,,,,,,,
Exercise,3,,How to Practice Yoga Breathing | Linking Breath and Movement in Yoga | Yogi Travel,Yogi Mom,https://www.youtube.com/watch?v=5s3zjQ-HGiQ&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=12,,,,,,,,,,,,,,,,,,,
Exercise,3,,⭐ 30 Minute Yoga Morning Exercise - Morning Relaxation!,Yogi Mom,https://www.youtube.com/watch?v=xc93LIjyzUA&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=13,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga Relaxing Neck, Shoulder and Lower Back for people who sit a lot or have back pain | Yogi Mom",Yogi Mom,https://www.youtube.com/watch?v=nVu1B1fIojk&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=14,,,,,,,,,,,,,,,,,,,
Exercise,3,,"Yoga for relaxation, for peace of mind, for a good night's sleep (suitable for both newbies and pregnant yoga)",Yogi Mom,https://www.youtube.com/watch?v=RMQ7cjHJie8&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=15,,,,,,,,,,,,,,,,,,,
Exercise,3,,"60 Minutes Hatha yoga deep relaxation, increase breath volume, resistance (for both pregnant and novice yoga)",Yogi Mom,https://www.youtube.com/watch?v=jpmi7tXaKz0&list=PLnak9l3vVV92aI0w43wf_XEY0KFWEMEqK&index=16,,,,,,,,,,,,,,,,,,,
Music,2,,"Relaxing Sleep Music with Rain Sounds - Relaxing Music, Peaceful Piano Music, Meditation Music",The Soul of Wind,https://www.youtube.com/watch?v=MYTfTKGSRr8&list=PLe533PvpOWlgLaJGzjMq5HzkRWgAQG0wH&index=1,,,,,,,,,,,,,,,,,,,
Music,2,,"Relaxing Sleep Music + Stress Relief - Relaxing Music, Insomnia, Meditation Music",The Soul of Wind,https://www.youtube.com/watch?v=QKUNo8MOzQA&list=PLe533PvpOWlgLaJGzjMq5HzkRWgAQG0wH&index=2,,,,,,,,,,,,,,,,,,,
